"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Country-Wide","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",1.1,"55-59 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"55-59 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.32,"55-59 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.23,"55-59 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.26,"55-59 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.07,"55-59 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.17,"55-59 years"
"Country-Wide","Urban","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",2.07,"60-64 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",1.38,"60-64 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",0.69,"60-64 years"
"Country-Wide","Urban","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"60-64 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",0.68,"60-64 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"60-64 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.18,"60-64 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.12,"60-64 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.17,"60-64 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"60-64 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.13,"60-64 years"
"Country-Wide","Urban","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",2.81,"65 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",2.11,"65 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",0.7,"65 years & above"
"Country-Wide","Urban","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"65 years & above"
"Country-Wide","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",0.68,"65 years & above"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"65 years & above"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.23,"65 years & above"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.16,"65 years & above"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.13,"65 years & above"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"65 years & above"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.09,"65 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",100,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",40.01,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Percentage of Literate Population (10 years & above)",59.99,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.37,"10 years & above"
"Country-Wide","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",38.06,"10 years & above"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",11.11,"10 years & above"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",5.42,"10 years & above"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",5.02,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Civilian Labour Force","Male & Female","Household Population","Percentage of Total Household Population",45.45,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Civilian Labour Force","Male & Female","Illiterate Population","Illiterate Population by Nature of Labour Force Activity",19.7,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Civilian Labour Force","Male & Female","Literacy Rate","Literacy Rate by Nature of Labour Force Activity",25.74,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",0.2,"10 years & above"
"Country-Wide","Urban & Rural","Pre-Secondary","Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",14.37,"10 years & above"
"Country-Wide","Urban & Rural","Secondary","Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",5.52,"10 years & above"
"Country-Wide","Urban & Rural","Higher Secondary","Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",2.47,"10 years & above"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",3.18,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Employed","Male & Female","Household Population","Percentage of Total Household Population",42.74,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Employed","Male & Female","Illiterate Population","Illiterate Population by Nature of Labour Force Activity",18.82,"5 years & above"
"Country-Wide","Urban & Rural","Not Available","Employed","Male & Female","Literacy Rate","Literacy Rate by Nature of Labour Force Activity",23.92,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Employed","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",0.19,"10 years & above"
"Country-Wide","Urban & Rural","Pre-Secondary","Employed","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",13.46,"10 years & above"
"Country-Wide","Urban & Rural","Secondary","Employed","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",5.15,"10 years & above"
"Country-Wide","Urban & Rural","Higher Secondary","Employed","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",2.25,"10 years & above"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Employed","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",2.87,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Unemployed Population","Percentage of Total Unemployed Population",2.71,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Unemployed Population by Age Group",0.89,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literate Unemployed Population by Age Group",1.82,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Unemployed Population by Education Levels",0.01,"10 years & above"
"Country-Wide","Urban & Rural","Pre-Secondary","Unknown","Male & Female","Education Attainment","Unemployed Population by Education Levels",0.91,"10 years & above"
"Country-Wide","Urban & Rural","Secondary","Unknown","Male & Female","Education Attainment","Unemployed Population by Education Levels",0.37,"10 years & above"
"Country-Wide","Urban & Rural","Higher Secondary","Unknown","Male & Female","Education Attainment","Unemployed Population by Education Levels",0.22,"10 years & above"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Unemployed Population by Education Levels",0.31,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Not in Civilian Labour Force","Male & Female","Household Population","Percentage of Total Household Population",54.55,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Not in Civilian Labour Force","Did not Provide","Illiterate Population","Illiterate Population by Nature of Labour Force Activity",20.31,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Not in Civilian Labour Force","Male & Female","Literacy Rate","Literacy Rate by Nature of Labour Force Activity",34.25,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Not in Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",0.17,"10 years & above"
"Country-Wide","Urban & Rural","Pre-Secondary","Not in Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",23.69,"10 years & above"
"Country-Wide","Urban & Rural","Secondary","Not in Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",5.59,"10 years & above"
"Country-Wide","Urban & Rural","Higher Secondary","Not in Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",2.96,"10 years & above"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Not in Civilian Labour Force","Male & Female","Education Attainment","Education level by Nature of Labour Force Activity",1.84,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",50.71,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",14.56,"10 years & above"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Percentage of Literate Population (10 years & above)",36.15,"10 years & above"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.19,"10 years & above"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",22.96,"10 years & above"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",6.75,"10 years & above"
